player_id,full_name,first_name,last_name,nickname,birthday,birthdate,birthplace,total_matches,total_points
11484,C Bailey,C,Bailey,NA,NA,NA,NA,1,-
11974,J Whitman,J,Whitman,NA,NA,NA,NA,3,-
8699,Arthur McNeil,Arthur,McNeil,NA,NA,NA,"Newcastle, New South Wales, Australia",8,3
11405,Joe Shakespeare,Joe,Shakespeare,Puzzle,NA,NA,"Lambton, New South Wales, Australia",8,-
12036,Herbert Davies,Herbert,Davies,NA,1878-06-18,18-06,"Albury, New South Wales, Australia",1,-
8681,Fred Munnery,Fred,Munnery,NA,1881-06-07,07-06,New Zealand,20,18
13262,Albert Payne,Albert,Payne,NA,1887-08-22,22-08,"Lambton, New South Wales, Australia",1,-
13089,Linden McDougall,Linden,McDougall,NA,NA,NA,"St Leonards, New South Wales, Australia",1,-
13189,George Norris,George,Norris,NA,NA,NA,NA,2,-
12599,John Huggins,John,Huggins,NA,NA,NA,NA,7,-
3673,Bill Hardcastle,Bill,Hardcastle,NA,1874-08-30,30-08,"Wellington, Wellington, New Zealand",13,20
8683,Bill Medcalf,Bill,Medcalf,NA,1883-02-19,19-02,"Lidcombe, New South Wales, Australia",43,112
12143,Lawrence Duncan,Lawrence,Duncan,NA,1887-02-07,07-02,"Sydney, New South Wales, Australia",1,-
12675,James Sandy,James,Sandy,NA,1885-02-04,04-02,"Ashfield, New South Wales, Australia",2,-
11587,Charles Blake,Charles,Blake,NA,1886-05-22,22-05,"Kiama, New South Wales, Australia",1,-
45740,Billy Flegg,Billy,Flegg,NA,1880-07-17,17-07,NA,2,-
20765,J Jackson,J,Jackson,NA,NA,NA,NA,1,-
8669,Os Deane,Os,Deane,NA,1889-08-11,11-08,"Richmond, Victoria, Australia",124,68
8678,Sam King,Sam,King,NA,1880-08-27,27-08,"Esperance, Western Australia, Australia",6,3
12292,John Flahey,John,Flahey,NA,1884-06-08,08-06,"Sydney, New South Wales, Australia",2,-
20766,Phil Lee,Phil,Lee,NA,NA,NA,NA,2,-
8674,Henry Meithke,Henry,Meithke,NA,NA,NA,NA,3,2
12716,Sam Shaw,Sam,Shaw,Taters,1887-06-01,01-06,Scotland,7,-
14261,William Wenban,William,Wenban,NA,1882-07-01,01-07,"Waverley, New South Wales, Australia",2,-
11849,R Walker,R,Walker,NA,NA,NA,NA,4,-
12340,Herb Gaffney,Herb,Gaffney,NA,NA,NA,NA,2,-
14262,C Clifford,C,Clifford,NA,NA,NA,NA,1,-
20770,Alfred Adams,Alfred,Adams,NA,1880-08-02,02-08,"Bathurst, New South Wales, Australia",1,-
20771,A Stevens,A,Stevens,NA,NA,NA,NA,2,-
8685,Bill Fry,Bill,Fry,NA,1889-04-05,05-04,"Paddington, New South Wales, Australia",22,27
20962,Albert Tipper,Albert,Tipper,NA,1886-07-04,04-07,"Launceston, Tasmania, Australia",1,-
8688,J Bishop,J,Bishop,NA,NA,NA,NA,2,6
8680,John McGovern,John,McGovern,NA,NA,NA,"Glebe, New South Wales, Australia",2,6
3686,Gordon Hooker,Gordon,Hooker,NA,1887-10-16,16-10,NA,2,-
8773,? Black,?,Black,NA,NA,NA,NA,2,7
11524,Leslie Bateman,Leslie,Bateman,NA,1888-02-07,07-02,"Glebe, New South Wales, Australia",1,-
13070,Tom McCann,Tom,McCann,NA,NA,NA,NA,2,-
3685,Albert House,Albert,House,NA,NA,NA,NA,2,8
8686,A Nightingale,A,Nightingale,NA,NA,NA,NA,1,3
20775,J Lennon,J,Lennon,NA,NA,NA,NA,1,-
8747,H Pearce,H,Pearce,NA,NA,NA,NA,1,-
20777,George Coffey,George,Coffey,NA,1876-12-05,05-12,"Sydney, New South Wales, Australia",1,-
13841,H Kemp,H,Kemp,NA,NA,NA,NA,1,-
20963,Jack Donovan,Jack,Donovan,NA,NA,NA,NA,1,-
14264,W Moore,W,Moore,NA,NA,NA,NA,1,-
14265,Joseph Thrussell,Joseph,Thrussell,NA,1885-11-10,10-11,"Taree, New South Wales, Australia",1,-
9010,G Smith,G,Smith,NA,NA,NA,NA,13,3
14221,Frank Foran,Frank,Foran,NA,1886-02-22,22-02,NA,1,-
3688,Ronald McDonald,Ronald,McDonald,NA,1882-01-05,05-01,"Thames, Coromandel Peninsula, New Zealand",1,-
14216,MIchael Brown,MIchael,Brown,NA,1886-12-30,30-12,"Newcastle, New South Wales, Australia",2,-
8702,Rudolph Lenton,Rudolph,Lenton,NA,1883-07-10,10-07,NA,1,3
11409,Henry Kaufmann,Henry,Kaufmann,NA,1889-01-09,09-01,NA,9,-
9756,Lance Abbott,Lance,Abbott,NA,1889-12-08,08-12,"Balmain, New South Wales, Australia",1,-
11411,Fred Denholm,Fred,Denholm,NA,1886-05-24,24-05,NA,1,-
13113,Nicholas McGuinness,Nicholas,McGuinness,NA,1895-04-12,12-04,"Sydney, New South Wales, Australia",32,-
11843,John Comerford,John,Comerford,NA,1895-02-17,17-02,"Glebe, New South Wales, Australia",5,-
9042,Bill Lucas,Bill,Lucas,NA,1891-03-23,23-03,"Granville, New South Wales, Australia",82,12
9246,Charles Stuart,Charles,Stuart,NA,1898-06-05,05-06,"Annandale, New South Wales, Australia",32,3
12709,Fred Seymour,Fred,Seymour,NA,NA,NA,NA,6,-
9053,Henry Keane,Henry,Keane,NA,1897-07-15,15-07,NA,9,6
9043,Gordon Bennett,Gordon,Bennett,NA,NA,NA,NA,9,3
9057,George Clamback,George,Clamback,Clammy,1894-06-30,30-06,"Newtown, New South Wales, Australia",91,48
13022,F Moran,F,Moran,NA,NA,NA,NA,2,-
9035,Dave Lindsay,Dave,Lindsay,NA,NA,NA,NA,14,3
9036,Bob Denham,Bob,Denham,NA,1894-04-30,30-04,"Bellingen, New South Wales, Australia",19,12
9074,Jack Lawrence,Jack,Lawrence,NA,1897-03-21,21-03,"Sydney, New South Wales, Australia",67,130
9072,William Gourlay,William,Gourlay,NA,NA,NA,NA,11,3
52379,Patrick Dunworth,Patrick,Dunworth,NA,1894-03-05,05-03,"Sydney, New South Wales, Australia",14,9
12824,G Kensey,G,Kensey,NA,NA,NA,NA,11,-
9033,Billy Ryan,Billy,Ryan,NA,NA,NA,NA,14,18
12008,Matthew Cusack,Matthew,Cusack,NA,1886-05-11,11-05,"Maclean, New South Wales, Australia",12,-
13004,Lorance Miranda,Lorance,Miranda,NA,1894-08-24,24-08,NA,7,-
9037,Les Arthur,Les,Arthur,NA,1894-11-22,22-11,NA,6,9
52183,Bert Pidcock,Bert,Pidcock,NA,1890-08-27,27-08,"Liverpool, New South Wales, Australia",11,-
9059,Ernie Usher,Ernie,Usher,NA,1890-03-22,22-03,"Leichhardt, New South Wales, Australia",27,17
13828,Herbert Ironside,Herbert,Ironside,NA,1894-03-18,18-03,"Balmain, New South Wales, Australia",1,-
9039,H Hall,H,Hall,NA,NA,NA,NA,3,3
47372,William Brookes,William,Brookes,NA,1892-05-30,30-05,"Morpeth, New South Wales, Australia",1,-
8934,J King,J,King,NA,NA,NA,NA,1,-
14229,W Lyon,W,Lyon,NA,NA,NA,NA,1,-
52373,Tom Coyne,Tom,Coyne,NA,NA,NA,"Sydney, New South Wales, Australia",2,3
9046,Vince Sheehan,Vince,Sheehan,NA,1896-12-05,05-12,"Redfern, New South Wales, Australia",42,66
9048,Tom Glazebrook,Tom,Glazebrook,NA,1888-04-16,16-04,NA,7,3
9051,Paul Boys,Paul,Boys,NA,1900-08-11,11-08,"Goulburn, New South Wales, Australia",25,52
9054,Wal Murphy,Wal,Murphy,NA,1900-01-19,19-01,"Wahroonga, New South Wales, Australia",31,35
13446,Albert Arrowsmith,Albert,Arrowsmith,NA,1887-10-09,09-10,NA,1,-
9077,Robert Cockburn,Robert,Cockburn,NA,NA,NA,NA,10,3
9148,Reg Stapleton,Reg,Stapleton,NA,1900-08-24,24-08,"Newtown, New South Wales, Australia",19,6
9078,Jimmy Love,Jimmy,Love,NA,1896-11-08,08-11,"Balmain, New South Wales, Australia",90,69
9052,Sidney Hughes,Sidney,Hughes,NA,1895-11-07,07-11,"Muswellbrook, New South Wales, Australia",17,26
9066,Sid Kaufmann,Sid,Kaufmann,NA,1891-05-13,13-05,NA,76,29
12408,Joe Gready,Joe,Gready,NA,NA,NA,"Gunnedah, New South Wales, Australia",2,-
9079,Robert Batchelor,Robert,Batchelor,NA,1891-05-28,28-05,NA,13,6
20884,Michael Callanan,Michael,Callanan,NA,NA,NA,"Sydney, New South Wales, Australia",1,-
5542,Israel Folau,Israel,Folau,NA,1989-04-03,03-04,"Minto, New South Wales, Australia",91,302
5543,James Aubusson,James,Aubusson,NA,1986-12-14,14-12,"Sydney, New South Wales, Australia",58,12
5545,Junior Moors,Junior,Moors,NA,1986-07-30,30-07,"Auckland, Auckland, New Zealand",69,4
5546,Jacob Selmes,Jacob,Selmes,NA,1986-02-13,13-02,"Katoomba, New South Wales, Australia",18,-
3509,Michael Dobson,Michael,Dobson,NA,1986-05-29,29-05,"Junee, New South Wales, Australia",26,124
5547,James McManus,James,McManus,NA,1986-01-15,15-01,"Banff, Aberdeenshire, Scotland",166,288
5560,Terence Seuseu,Terence,Seuseu,NA,1987-11-20,20-11,"Auckland, Auckland, New Zealand",51,8
5548,Josh Morris,Josh,Morris,NA,1986-08-23,23-08,"Kiama, New South Wales, Australia",325,632
5549,Keith Lulia,Keith,Lulia,NA,1987-06-17,17-06,"Wollongong, New South Wales, Australia",65,72
5550,Richard Williams,Richard,Williams,NA,1986-05-31,31-05,NA,12,24
5551,Dan Hunt,Dan,Hunt,NA,1986-09-08,08-09,"Sydney, New South Wales, Australia",150,32
5552,Shaun Kenny-Dowall,Shaun,Kenny-Dowall,NA,1988-01-23,23-01,"Brisbane, Queensland, Australia",277,562
5553,Mitchell Aubusson,Mitchell,Aubusson,NA,1987-10-01,01-10,"Sydney, New South Wales, Australia",306,272
5563,Michael Jennings,Michael,Jennings,NA,1988-04-20,20-04,"Blacktown, New South Wales, Australia",307,628
5561,Chase Stanley,Chase,Stanley,NA,1989-05-31,31-05,"Sydney, New South Wales, Australia",110,172
5555,Cory Paterson,Cory,Paterson,NA,1987-07-14,14-07,"Perth, Western Australia, Australia",96,132
5562,Lagi Setu,Lagi,Setu,NA,1988-02-25,25-02,"Auckland, Auckland, New Zealand",73,24
5557,Matt Ballin,Matt,Ballin,NA,1984-01-05,05-01,"Nanango, Queensland, Australia",220,88
5635,Clint Halden,Clint,Halden,NA,1981-01-20,20-01,"Barellan, New South Wales, Australia",6,4
5558,Joe Picker,Joe,Picker,NA,1987-12-07,07-12,"Bigga, New South Wales, Australia",121,84
5564,Ryan Shortland,Ryan,Shortland,NA,1986-01-27,27-01,"Masterton, Wellington, New Zealand",6,12
5565,Mitchell Pearce,Mitchell,Pearce,NA,1989-04-07,07-04,"Sydney, New South Wales, Australia",309,319
5559,John Te Reo,John,Te Reo,NA,1986-06-05,05-06,"Wellington, Wellington, New Zealand",7,-
5567,Chris Houston,Chris,Houston,NA,1985-02-15,15-02,"Narooma, New South Wales, Australia",176,108
5568,Jackson Nicolau,Jackson,Nicolau,NA,1987-07-19,19-07,"Mount Isa, Queensland, Australia",2,-
5569,Willie Brown,Willie,Brown,NA,1979-01-21,21-01,NA,2,-
5570,Sam Tagataese,Sam,Tagataese,NA,1986-12-08,08-12,"Wellington, Wellington, New Zealand",172,60
5571,Scott Bolton,Scott,Bolton,NA,1987-05-09,09-05,"Innisfail, Queensland, Australia",246,78
5572,Krisnan Inu,Krisnan,Inu,NA,1987-03-17,17-03,"Auckland, Auckland, New Zealand",139,518
5573,Blake Green,Blake,Green,NA,1986-09-18,18-09,"Fairfield, New South Wales, Australia",181,81
5574,Tom Hewitt,Tom,Hewitt,NA,1985-10-01,01-10,NA,5,16
5575,Ben Ellis,Ben,Ellis,NA,1982-09-14,14-09,NA,21,8
5576,Corey Lawrie,Corey,Lawrie,NA,1980-02-15,15-02,NA,4,-
5577,Dayne Weston,Dayne,Weston,NA,1986-12-15,15-12,"Goulburn, New South Wales, Australia",80,8
5630,Frank-Paul Nu'uausala,Frank-Paul,Nu'uausala,NA,1987-02-13,13-02,"Otahuti, Southland, New Zealand",186,64
5631,Ryan Hinchcliffe,Ryan,Hinchcliffe,NA,1984-10-07,07-10,"Temora, New South Wales, Australia",196,88
5632,Ben Farrar,Ben,Farrar,NA,1986-12-02,02-12,"Newcastle, New South Wales, Australia",73,120
5640,Jesse Royal,Jesse,Royal,NA,1980-05-20,20-05,"Waikato, New Zealand",65,20
5641,Mark Taufua,Mark,Taufua,NA,1981-10-24,24-10,"Newcastle, New South Wales, Australia",88,24
5642,Jason Nightingale,Jason,Nightingale,NA,1986-09-20,20-09,"Sydney, New South Wales, Australia",266,440
5643,Tim Grant,Tim,Grant,NA,1988-02-17,17-02,"Penrith, New South Wales, Australia",196,32
5646,Steve Gordon,Steve,Gordon,NA,1986-09-17,17-09,"Dubbo, New South Wales, Australia",2,-
2106,Richard Mathers,Richard,Mathers,NA,1983-10-24,24-10,"Leeds, West Yorkshire, England",6,-
5648,Marvin Karawana,Marvin,Karawana,NA,1986-07-30,30-07,"Wainuiomata, Wellington, New Zealand",34,4
5647,Bronx Goodwin,Bronx,Goodwin,NA,1984-01-05,05-01,"Parkes, New South Wales, Australia",32,36
5649,Ben Te'o,Ben,Te'o,NA,1987-01-27,27-01,"Auckland, Auckland, New Zealand",173,172
5650,Junior Paulo,Junior,Paulo,NA,1983-09-08,08-09,"Auckland, Auckland, New Zealand",17,-
5651,Sam Faust,Sam,Faust,NA,1984-09-24,24-09,"Proserpine, Queensland, Australia",23,-
5652,Will Chambers,Will,Chambers,NA,1988-05-26,26-05,"Gove, Northern Territory, Australia",224,336
5653,Sika Manu,Sika,Manu,NA,1987-01-22,22-01,"Wellington, Wellington, New Zealand",148,92
5654,Scott Anderson,Scott,Anderson,NA,1986-01-08,08-01,"Nambour, Queensland, Australia",79,-
5657,Denan Kemp,Denan,Kemp,NA,1987-05-11,11-05,"Gold Coast, Queensland, Australia",42,130
5655,Shane Neumann,Shane,Neumann,NA,1987-07-11,11-07,"Brisbane, Queensland, Australia",13,12
5658,Mick Roberts,Mick,Roberts,NA,1979-06-01,01-06,NA,5,-
5659,John Frith,John,Frith,NA,1985-04-24,24-04,"Roma, Queensland, Australia",1,-
5660,Geoff Daniela,Geoff,Daniela,NA,1987-02-28,28-02,"Auckland, Auckland, New Zealand",44,76
5661,Weller Hauraki,Weller,Hauraki,NA,1985-02-18,18-02,"Dannevirke, Manawatu-Wanganui, New Zealand",32,16
5667,Ricky Thorby,Ricky,Thorby,NA,1985-10-02,02-10,"Palmerston, Otago, New Zealand",45,-
5663,Luke Walsh,Luke,Walsh,NA,1987-05-12,12-05,"Newcastle, New South Wales, Australia",120,364
5665,Issac Luke,Issac,Luke,Bully,1987-05-29,29-05,"Hawera, Taranaki, New Zealand",286,610
5666,Brad Cross,Brad,Cross,NA,1985-10-02,02-10,NA,3,8
5691,Danny Williams,Danny,Williams,NA,1986-10-01,01-10,"Ipswich, Queensland, Australia",14,4
5668,Anthony Watts,Anthony,Watts,NA,1986-09-12,12-09,"Murwillumbah, New South Wales, Australia",52,32
5669,Tim Winitana,Tim,Winitana,NA,1987-04-29,29-04,"Wellington, Wellington, New Zealand",27,40
5670,Maurice Blair,Maurice,Blair,NA,1984-10-16,16-10,"Maryborough, Queensland, Australia",99,94
5673,Liam Georgetown,Liam,Georgetown,NA,1985-04-27,27-04,"Cherbourg, Queensland, Australia",1,-
5674,John Nuumaalii,John,Nuumaalii,NA,1985-05-21,21-05,"Minchinbury, New South Wales, Australia",1,-
5675,Beau Ryan,Beau,Ryan,NA,1985-05-11,11-05,"Wollongong, New South Wales, Australia",126,212
5677,Sione Finefeuiaki,Sione,Finefeuiaki,NA,1979-11-02,02-11,Tonga,1,-
5678,Heka Nanai,Heka,Nanai,NA,1988-08-15,15-08,"Canterbury, New South Wales, Australia",22,56
5681,Eddie Su'a,Eddie,Su'a,NA,1983-01-13,13-01,NA,6,-
7734,Dane Nielsen,Dane,Nielsen,NA,1985-06-10,10-06,"Mackay, Queensland, Australia",118,120
5680,Fred Briggs,Fred,Briggs,NA,1980-02-03,03-02,"Sydney, New South Wales, Australia",17,-
5683,Shannon Gallant,Shannon,Gallant,NA,1986-02-26,26-02,"Liverpool, New South Wales, Australia",21,28
5684,Eddy Pettybourne,Eddy,Pettybourne,NA,1988-02-13,13-02,"Christchurch, Canterbury, New Zealand",137,52
5685,Jarrod Sammut,Jarrod,Sammut,NA,1987-02-15,15-02,"Blacktown, New South Wales, Australia",38,118
7431,Scott Dureau,Scott,Dureau,NA,1986-07-29,29-07,"Taree, New South Wales, Australia",42,48
5686,Jason Wells,Jason,Wells,NA,1984-02-18,18-02,"Griffith, New South Wales, Australia",3,-
5688,Bryson Goodwin,Bryson,Goodwin,NA,1985-12-30,30-12,"Parkes, New South Wales, Australia",183,570
5689,Michael Bani,Michael,Bani,NA,1984-07-03,03-07,"Thursday Island, Queensland, Australia",41,64
5690,Vic Mauro,Vic,Mauro,NA,1987-03-24,24-03,"Lismore, New South Wales, Australia",47,4
5693,Alwyn Simpson,Alwyn,Simpson,NA,1984-05-12,12-05,NA,1,-
7427,Jordan Atkins,Jordan,Atkins,NA,1983-01-22,22-01,"Stanthorpe, Queensland, Australia",42,44
7428,Taulima Tautai,Taulima,Tautai,NA,1988-04-03,03-04,"Liverpool, New South Wales, Australia",72,56
7429,Matthew Keating,Matthew,Keating,NA,1986-09-06,06-09,"Sydney, New South Wales, Australia",130,36
7430,Brendan Oake,Brendan,Oake,NA,1985-09-17,17-09,"Sydney, New South Wales, Australia",22,-
7432,Reece Robinson,Reece,Robinson,NA,1987-06-13,13-06,"Sydney, New South Wales, Australia",120,254
7433,Peni Tagive,Peni,Tagive,NA,1988-10-03,03-10,"Camperdown, New South Wales, Australia",18,24
7434,Tim Moltzen,Tim,Moltzen,NA,1988-09-15,15-09,"Wahroonga, New South Wales, Australia",90,160
7435,Aidan Kirk,Aidan,Kirk,NA,1986-03-16,16-03,"Gosford, New South Wales, Australia",20,32
7714,Ben Lowe,Ben,Lowe,NA,1985-03-13,13-03,"Toowoomba, Queensland, Australia",117,30
7715,Obe Geia,Obe,Geia,NA,1989-02-12,12-02,NA,2,-
7716,Sonny Fai,Sonny,Fai,NA,1988-03-20,20-03,"Auckland, Auckland, New Zealand",15,20
7718,Beau Falloon,Beau,Falloon,NA,1987-05-21,21-05,"Sydney, New South Wales, Australia",85,36
7740,Matt Prior,Matt,Prior,NA,1987-05-24,24-05,"Wollongong, New South Wales, Australia",253,56
7741,Sam Latu,Sam,Latu,NA,1988-06-21,21-06,"Sydney, New South Wales, Australia",4,-
7717,Kris Keating,Kris,Keating,NA,1988-11-26,26-11,"Sydney, New South Wales, Australia",88,50
7720,Gary Warburton,Gary,Warburton,NA,1987-12-15,15-12,"Griffith, New South Wales, Australia",57,12
7722,Joseph Paulo,Joseph,Paulo,Sefa,1988-01-02,02-01,"Auckland, Auckland, New Zealand",167,46
7739,Glen Buttriss,Glen,Buttriss,NA,1985-08-20,20-08,"Cootamundra, New South Wales, Australia",119,28
7735,Aiden Tolman,Aiden,Tolman,NA,1988-11-10,10-11,"Kempsey, New South Wales, Australia",317,64
7719,Brent Crisp,Brent,Crisp,NA,1986-10-10,10-10,"Canberra, Australian Capital Territory, Australia",7,14
7721,Sam Moa,Sam,Moa,NA,1986-08-14,14-08,Tonga,97,36
7724,Russell Packer,Russell,Packer,NA,1989-10-09,09-10,"Huntly, Waikato, New Zealand",184,32
7723,John Tamanika,John,Tamanika,NA,1984-11-15,15-11,NA,3,-
7726,Lorenzo Ma'afu,Lorenzo,Ma'afu,NA,1987-11-13,13-11,NA,2,-
7727,David Williams,David,Williams,Wolfman,1986-08-04,04-08,"Sydney, New South Wales, Australia",103,272
7729,Aaron Groom,Aaron,Groom,NA,1987-06-23,23-06,Fiji,6,-
7728,Shannon Walker,Shannon,Walker,NA,1988-11-25,25-11,"Kyogle, New South Wales, Australia",4,-
7730,Anthony Cherrington,Anthony,Cherrington,NA,1988-03-21,21-03,"Sydney, New South Wales, Australia",24,4
7731,Grant Millington,Grant,Millington,NA,1986-11-01,01-11,"Auburn, New South Wales, Australia",55,32
7732,Andrew McCullough,Andrew,McCullough,NA,1990-01-30,30-01,"Dalby, Queensland, Australia",309,147
7733,Isaak Ah Mau,Isaak,Ah Mau,NA,1982-11-25,25-11,"Auckland, Auckland, New Zealand",9,-
7736,Liam Foran,Liam,Foran,NA,1988-04-25,25-04,"Auckland, Auckland, New Zealand",10,-
7737,Kevin Proctor,Kevin,Proctor,NA,1989-02-28,28-02,"Te Kuiti, Waikato, New Zealand",283,186
7816,Sam McKendry,Sam,McKendry,NA,1989-07-19,19-07,"Perth, Western Australia, Australia",147,32
8575,Jayson Bukuya,Jayson,Bukuya,NA,1989-04-21,21-04,"Brisbane, Queensland, Australia",186,104
7764,Luke Capewell,Luke,Capewell,NA,1989-02-06,06-02,"Charleville, Queensland, Australia",40,68
7857,Esikeli Tonga,Esikeli,Tonga,NA,1988-02-05,05-02,"Cherbourg, Queensland, Australia",40,40
7804,Jamie Simpson,Jamie,Simpson,NA,1986-09-06,06-09,"Rockhampton, Queensland, Australia",37,64
7833,Chris Sandow,Chris,Sandow,NA,1989-01-09,09-01,"Kingaroy, Queensland, Australia",159,818
7803,Josh Hoffman,Josh,Hoffman,NA,1988-03-10,10-03,"Mackay, Queensland, Australia",189,248
7811,Junior Sa'u,Junior,Sa'u,NA,1987-04-01,01-04,"Otahuhu, Auckland, New Zealand",90,108
7808,Frank Winterstein,Frank,Winterstein,NA,1986-12-17,17-12,"Canterbury, New South Wales, Australia",59,16
7813,Tony Williams,Tony,Williams,NA,1988-12-12,12-12,"Canterbury, New South Wales, Australia",170,200
7815,Nick Slyney,Nick,Slyney,NA,1988-11-02,02-11,"Atherton, Queensland, Australia",11,8
7817,Josh Bateman,Josh,Bateman,NA,1986-09-25,25-09,"Grenfell, New South Wales, Australia",2,-
2837,Karl Filiga,Karl,Filiga,NA,1988-10-16,16-10,NA,1,-
7821,Joseph Tomane,Joseph,Tomane,NA,1990-03-11,11-03,"Wellington, Wellington, New Zealand",32,114
7822,Sam Joe,Sam,Joe,NA,1989-04-16,16-04,"Thursday Island, Queensland, Australia",2,-
13737,Brad Davis,Brad,Davis,NA,1982-04-30,30-04,NA,6,-
7824,Ben Matulino,Ben,Matulino,NA,1989-01-03,03-01,"Wellington, Wellington, New Zealand",248,72
7825,Justin Carney,Justin,Carney,NA,1988-06-19,19-06,"Trangie, New South Wales, Australia",37,60
7826,Kaine Manihera,Kaine,Manihera,NA,1986-12-25,25-12,"Christchurch, Canterbury, New Zealand",9,8
7849,Daine Laurie,Daine,Laurie,NA,1984-08-02,02-08,NA,23,12
7827,Wade Graham,Wade,Graham,NA,1990-10-25,25-10,"Blacktown, New South Wales, Australia",297,202
7828,Masada Iosefa,Masada,Iosefa,NA,1988-01-26,26-01,"Moto'otua, Apia, Samoa",57,44
7831,Greg Byrnes,Greg,Byrnes,NA,1987-01-19,19-01,"Atherton, Queensland, Australia",3,-
7838,Lachlan Coote,Lachlan,Coote,NA,1990-04-06,06-04,"Windsor, New South Wales, Australia",166,257
7837,Arana Taumata,Arana,Taumata,NA,1989-04-15,15-04,"Wellington, Wellington, New Zealand",14,24
7836,Jake Friend,Jake,Friend,NA,1990-02-01,01-02,"Nambour, Queensland, Australia",264,109
7839,Will Matthews,Will,Matthews,NA,1988-03-01,01-03,"Kyogle, New South Wales, Australia",110,20
7840,Brandon Boor,Brandon,Boor,NA,1988-03-27,27-03,NA,2,-
7842,Sam Bowie,Sam,Bowie,NA,1989-03-30,30-03,NA,1,-
7845,Malo Solomona,Malo,Solomona,NA,1987-05-10,10-05,NA,8,12
7846,Sinbad Kali,Sinbad,Kali,NA,1987-03-25,25-03,NA,1,-
7847,John Kite,John,Kite,John,1988-01-14,14-01,"Canterbury, New South Wales, Australia",12,-
7848,Jordan Rapana,Jordan,Rapana,NA,1989-08-15,15-08,"Wellington, Wellington, New Zealand",219,516
7853,Akuila Uate,Akuila,Uate,NA,1987-10-06,06-10,"Votua, Nadroga-Navosa, Fiji",200,516
7851,Broderick Wright,Broderick,Wright,NA,1987-07-24,24-07,"Sydney, New South Wales, Australia",40,-
7852,Marc Herbert,Marc,Herbert,NA,1987-01-07,07-01,"Canberra, Australian Capital Territory, Australia",23,21
7854,Ben Barba,Ben,Barba,NA,1989-06-13,13-06,"Darwin, Northern Territory, Australia",168,396
7855,Jordan Rankin,Jordan,Rankin,NA,1991-12-17,17-12,"Gold Coast, Queensland, Australia",40,88
14534,Ben Jones,Ben,Jones,NA,1990-06-24,24-06,"Orange, New South Wales, Australia",35,36
7856,Reece Blayney,Reece,Blayney,NA,1985-07-24,24-07,"Cronulla, New South Wales, Australia",2,-
7858,Jamal Idris,Jamal,Idris,NA,1990-07-06,06-07,"Auburn, New South Wales, Australia",136,164
7859,Daniel Penese,Daniel,Penese,NA,1989-12-01,01-12,NA,2,-
19646,Willie Isa,Willie,Isa,NA,1989-01-01,01-01,"Auckland, Auckland, New Zealand",6,8
7862,Joel Thompson,Joel,Thompson,NA,1988-08-24,24-08,"Ivanhoe, New South Wales, Australia",234,248
7861,Selasi Berdie,Selasi,Berdie,NA,1986-02-03,03-02,"Melbourne, Victoria, Australia",2,-
13565,Antonio Winterstein,Antonio,Winterstein,NA,1988-05-30,30-05,"Auckland, Auckland, New Zealand",214,388
13566,Jharal Yow Yeh,Jharal,Yow Yeh,NA,1989-12-22,22-12,"Brisbane, Queensland, Australia",60,132
13567,Alex Glenn,Alex,Glenn,NA,1988-07-31,31-07,"Auckland, Auckland, New Zealand",285,232
